Symbol,Name,Risk,Sector,Quote
SAFM,"Sanderson Farms, Inc.",Low,Consumer Non-Durables,https://www.nasdaq.com/symbol/safm
COKE,"Coca-Cola Consolidated, Inc.",Low,Consumer Non-Durables,https://www.nasdaq.com/symbol/coke
HAIN,"The Hain Celestial Group, Inc.",Low,Consumer Non-Durables,https://www.nasdaq.com/symbol/hain
SMPL,The Simply Good Foods Company,Low,Consumer Non-Durables,https://www.nasdaq.com/symbol/smpl
IPAR,"Inter Parfums, Inc.",Low,Consumer Non-Durables,https://www.nasdaq.com/symbol/ipar
FIZZ,National Beverage Corp.,Low,Consumer Non-Durables,https://www.nasdaq.com/symbol/fizz
CALM,"Cal-Maine Foods, Inc.",Low,Consumer Non-Durables,https://www.nasdaq.com/symbol/calm
TWNK,"Hostess Brands, Inc.",Low,Consumer Non-Durables,https://www.nasdaq.com/symbol/twnk
CORE,"Core-Mark Holding Company, Inc.",Low,Consumer Non-Durables,https://www.nasdaq.com/symbol/core
CROX,"Crocs, Inc.",Low,Consumer Non-Durables,https://www.nasdaq.com/symbol/crox
FRPT,"Freshpet, Inc.",Low,Consumer Non-Durables,https://www.nasdaq.com/symbol/frpt
CVGW,"Calavo Growers, Inc.",Low,Consumer Non-Durables,https://www.nasdaq.com/symbol/cvgw
GIII,"G-III Apparel Group, LTD.",Low,Consumer Non-Durables,https://www.nasdaq.com/symbol/giii
FNKO,"Funko, Inc.",Low,Consumer Non-Durables,https://www.nasdaq.com/symbol/fnko
SONO,"Sonos, Inc.",Low,Consumer Non-Durables,https://www.nasdaq.com/symbol/sono
CHEF,"The Chefs&#39; Warehouse, Inc.",Low,Consumer Non-Durables,https://www.nasdaq.com/symbol/chef
JBSS,"John B. Sanfilippo & Son, Inc.",Medium,Consumer Non-Durables,https://www.nasdaq.com/symbol/jbss
MGPI,"MGP Ingredients, Inc.",Medium,Consumer Non-Durables,https://www.nasdaq.com/symbol/mgpi
JOUT,Johnson Outdoors Inc.,Medium,Consumer Non-Durables,https://www.nasdaq.com/symbol/jout
UEIC,Universal Electronics Inc.,Medium,Consumer Non-Durables,https://www.nasdaq.com/symbol/ueic
PRMW,Primo Water Corporation,Medium,Consumer Non-Durables,https://www.nasdaq.com/symbol/prmw
VFF,"Village Farms International, Inc.",Medium,Consumer Non-Durables,https://www.nasdaq.com/symbol/vff
FOSL,"Fossil Group, Inc.",Medium,Consumer Non-Durables,https://www.nasdaq.com/symbol/fosl
AMAL,Amalgamated Bank,Medium,Consumer Non-Durables,https://www.nasdaq.com/symbol/amal
UNFI,"United Natural Foods, Inc.",Medium,Consumer Non-Durables,https://www.nasdaq.com/symbol/unfi
HFFG,HF Foods Group Inc.,Medium,Consumer Non-Durables,https://www.nasdaq.com/symbol/hffg
CLAR,Clarus Corporation,Medium,Consumer Non-Durables,https://www.nasdaq.com/symbol/clar
SPTN,SpartanNash Company,Medium,Consumer Non-Durables,https://www.nasdaq.com/symbol/sptn
VRA,"Vera Bradley, Inc.",Medium,Consumer Non-Durables,https://www.nasdaq.com/symbol/vra
CSWC,Capital Southwest Corporation,Medium,Consumer Non-Durables,https://www.nasdaq.com/symbol/cswc
LMNR,Limoneira Co,Medium,Consumer Non-Durables,https://www.nasdaq.com/symbol/lmnr
LNDC,Landec Corporation,Medium,Consumer Non-Durables,https://www.nasdaq.com/symbol/lndc
BRID,Bridgford Foods Corporation,Medium,Consumer Non-Durables,https://www.nasdaq.com/symbol/brid
BREW,"Craft Brew Alliance, Inc.",Medium,Consumer Non-Durables,https://www.nasdaq.com/symbol/brew
POPE,Pope Resources,Medium,Consumer Non-Durables,https://www.nasdaq.com/symbol/pope
SENEA,Seneca Foods Corp.,High,Consumer Non-Durables,https://www.nasdaq.com/symbol/senea
SENEB,Seneca Foods Corp.,High,Consumer Non-Durables,https://www.nasdaq.com/symbol/seneb
CELH,"Celsius Holdings, Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/celh
NBEV,New Age Beverages Corporation,High,Consumer Non-Durables,https://www.nasdaq.com/symbol/nbev
GLAD,Gladstone Capital Corporation,High,Consumer Non-Durables,https://www.nasdaq.com/symbol/glad
FARM,Farmer Brothers Company,High,Consumer Non-Durables,https://www.nasdaq.com/symbol/farm
WEYS,"Weyco Group, Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/weys
SGC,"Superior Group of Companies, Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/sgc
ALCO,"Alico, Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/alco
RCKY,"Rocky Brands, Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/rcky
ESCA,"Escalade, Incorporated",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/esca
CTRC,Centric Brands Inc.,High,Consumer Non-Durables,https://www.nasdaq.com/symbol/ctrc
WILC,"G. Willi-Food International, Ltd.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/wilc
LRAD,LRAD Corporation,High,Consumer Non-Durables,https://www.nasdaq.com/symbol/lrad
BHAT,Blue Hat Interactive Entertainment Technology,High,Consumer Non-Durables,https://www.nasdaq.com/symbol/bhat
REED,"Reeds, Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/reed
SANW,S&W Seed Company,High,Consumer Non-Durables,https://www.nasdaq.com/symbol/sanw
RIBT,RiceBran Technologies,High,Consumer Non-Durables,https://www.nasdaq.com/symbol/ribt
UG,"United-Guardian, Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/ug
JRSH,"Jerash Holdings (US), Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/jrsh
HWCC,Houston Wire & Cable Company,High,Consumer Non-Durables,https://www.nasdaq.com/symbol/hwcc
LWAY,"Lifeway Foods, Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/lway
RMCF,"Rocky Mountain Chocolate Factory, Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/rmcf
TLF,"Tandy Leather Factory, Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/tlf
GLADN,Gladstone Capital Corporation,High,Consumer Non-Durables,https://www.nasdaq.com/symbol/gladn
FUV,"Arcimoto, Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/fuv
EVK,"Ever-Glory International Group, Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/evk
WTER,The Alkaline Water Company Inc.,High,Consumer Non-Durables,https://www.nasdaq.com/symbol/wter
DSWL,"Deswell Industries, Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/dswl
DTEA,DAVIDsTEA Inc.,High,Consumer Non-Durables,https://www.nasdaq.com/symbol/dtea
EAST,"Eastside Distilling, Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/east
RAVE,"Rave Restaurant Group, Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/rave
WVVI,"Willamette Valley Vineyards, Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/wvvi
FORK,Fuling Global Inc.,High,Consumer Non-Durables,https://www.nasdaq.com/symbol/fork
FTFT,Future FinTech Group Inc.,High,Consumer Non-Durables,https://www.nasdaq.com/symbol/ftft
SQBG,"Sequential Brands Group, Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/sqbg
JAKK,"JAKKS Pacific, Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/jakk
IMTE,Integrated Media Technology Limited,High,Consumer Non-Durables,https://www.nasdaq.com/symbol/imte
JVA,"Coffee Holding Co., Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/jva
WVVIP,"Willamette Valley Vineyards, Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/wvvip
SEED,Origin Agritech Limited,High,Consumer Non-Durables,https://www.nasdaq.com/symbol/seed
RAND,Rand Capital Corporation,High,Consumer Non-Durables,https://www.nasdaq.com/symbol/rand
PETZ,"TDH Holdings, Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/petz
TYHT,"Shineco, Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/tyht
FAMI,"FARMMI, INC.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/fami
KOSS,Koss Corporation,High,Consumer Non-Durables,https://www.nasdaq.com/symbol/koss
EDNT,"Edison Nation, Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/ednt
FORD,"Forward Industries, Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/ford
ICON,"Iconix Brand Group, Inc.",High,Consumer Non-Durables,https://www.nasdaq.com/symbol/icon
APEX,Apex Global Brands Inc.,High,Consumer Non-Durables,https://www.nasdaq.com/symbol/apex
KBSF,KBS Fashion Group Limited,High,Consumer Non-Durables,https://www.nasdaq.com/symbol/kbsf
NAKD,Naked Brand Group Limited,High,Consumer Non-Durables,https://www.nasdaq.com/symbol/nakd
BIQI,BIQI International Holdings Corporation,High,Consumer Non-Durables,https://www.nasdaq.com/symbol/biqi
AMZN,"Amazon.com, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/amzn
CMCSA,Comcast Corporation,Low,Consumer Services,https://www.nasdaq.com/symbol/cmcsa
NFLX,"Netflix, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/nflx
COST,Costco Wholesale Corporation,Low,Consumer Services,https://www.nasdaq.com/symbol/cost
SBUX,Starbucks Corporation,Low,Consumer Services,https://www.nasdaq.com/symbol/sbux
CHTR,"Charter Communications, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/chtr
MAR,Marriott International,Low,Consumer Services,https://www.nasdaq.com/symbol/mar
JD,"JD.com, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/jd
EQIX,"Equinix, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/eqix
ROST,"Ross Stores, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/rost
PAYX,"Paychex, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/payx
ORLY,"O&#39;Reilly Automotive, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/orly
SIRI,Sirius XM Holdings Inc.,Low,Consumer Services,https://www.nasdaq.com/symbol/siri
SBAC,SBA Communications Corporation,Low,Consumer Services,https://www.nasdaq.com/symbol/sbac
DLTR,"Dollar Tree, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/dltr
FOXA,Fox Corporation,Low,Consumer Services,https://www.nasdaq.com/symbol/foxa
FOX,Fox Corporation,Low,Consumer Services,https://www.nasdaq.com/symbol/fox
ULTA,"Ulta Beauty, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/ulta
IAC,IAC/InterActiveCorp,Low,Consumer Services,https://www.nasdaq.com/symbol/iac
LBTYB,Liberty Global plc,Low,Consumer Services,https://www.nasdaq.com/symbol/lbtyb
LBTYA,Liberty Global plc,Low,Consumer Services,https://www.nasdaq.com/symbol/lbtya
EXPE,"Expedia Group, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/expe
LBTYK,Liberty Global plc,Low,Consumer Services,https://www.nasdaq.com/symbol/lbtyk
DISCB,"Discovery, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/discb
LBRDK,Liberty Broadband Corporation,Low,Consumer Services,https://www.nasdaq.com/symbol/lbrdk
LBRDA,Liberty Broadband Corporation,Low,Consumer Services,https://www.nasdaq.com/symbol/lbrda
FAST,Fastenal Company,Low,Consumer Services,https://www.nasdaq.com/symbol/fast
CDW,CDW Corporation,Low,Consumer Services,https://www.nasdaq.com/symbol/cdw
DISCA,"Discovery, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/disca
DISH,DISH Network Corporation,Low,Consumer Services,https://www.nasdaq.com/symbol/dish
DISCK,"Discovery, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/disck
VIA,Viacom Inc.,Low,Consumer Services,https://www.nasdaq.com/symbol/via
WYNN,"Wynn Resorts, Limited",Low,Consumer Services,https://www.nasdaq.com/symbol/wynn
IQ,"iQIYI, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/iq
LSXMK,Liberty Media Corporation,Low,Consumer Services,https://www.nasdaq.com/symbol/lsxmk
LSXMA,Liberty Media Corporation,Low,Consumer Services,https://www.nasdaq.com/symbol/lsxma
TSCO,Tractor Supply Company,Low,Consumer Services,https://www.nasdaq.com/symbol/tsco
LSXMB,Liberty Media Corporation,Low,Consumer Services,https://www.nasdaq.com/symbol/lsxmb
VIAB,Viacom Inc.,Low,Consumer Services,https://www.nasdaq.com/symbol/viab
ROKU,"Roku, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/roku
REG,Regency Centers Corporation,Low,Consumer Services,https://www.nasdaq.com/symbol/reg
NCLH,Norwegian Cruise Line Holdings Ltd.,Low,Consumer Services,https://www.nasdaq.com/symbol/nclh
MLCO,Melco Resorts & Entertainment Limited,Low,Consumer Services,https://www.nasdaq.com/symbol/mlco
HTHT,Huazhu Group Limited,Low,Consumer Services,https://www.nasdaq.com/symbol/htht
AGNC,AGNC Investment Corp.,Low,Consumer Services,https://www.nasdaq.com/symbol/agnc
FWONK,Liberty Media Corporation,Low,Consumer Services,https://www.nasdaq.com/symbol/fwonk
AGNCB,AGNC Investment Corp.,Low,Consumer Services,https://www.nasdaq.com/symbol/agncb
FWONA,Liberty Media Corporation,Low,Consumer Services,https://www.nasdaq.com/symbol/fwona
LKQ,LKQ Corporation,Low,Consumer Services,https://www.nasdaq.com/symbol/lkq
GLPI,"Gaming and Leisure Properties, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/glpi
LAMR,Lamar Advertising Company,Low,Consumer Services,https://www.nasdaq.com/symbol/lamr
CZR,Caesars Entertainment Corporation,Low,Consumer Services,https://www.nasdaq.com/symbol/czr
NWS,News Corporation,Low,Consumer Services,https://www.nasdaq.com/symbol/nws
NWSA,News Corporation,Low,Consumer Services,https://www.nasdaq.com/symbol/nwsa
UHAL,Amerco,Low,Consumer Services,https://www.nasdaq.com/symbol/uhal
ANGI,ANGI Homeservices Inc.,Low,Consumer Services,https://www.nasdaq.com/symbol/angi
HDS,"HD Supply Holdings, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/hds
MSG,The Madison Square Garden Company,Low,Consumer Services,https://www.nasdaq.com/symbol/msg
DNKN,"Dunkin&#39; Brands Group, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/dnkn
FIVE,"Five Below, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/five
CONE,CyrusOne Inc,Low,Consumer Services,https://www.nasdaq.com/symbol/cone
QRTEB,"Qurate Retail, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/qrteb
QRTEA,"Qurate Retail, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/qrtea
LK,Luckin Coffee Inc.,Low,Consumer Services,https://www.nasdaq.com/symbol/lk
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/olli
LOPE,"Grand Canyon Education, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/lope
CHDN,"Churchill Downs, Incorporated",Low,Consumer Services,https://www.nasdaq.com/symbol/chdn
NXST,"Nexstar Media Group, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/nxst
SBGI,"Sinclair Broadcast Group, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/sbgi
TTEK,"Tetra Tech, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/ttek
FCFS,"FirstCash, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/fcfs
WEN,Wendy&#39;s Company (The),Low,Consumer Services,https://www.nasdaq.com/symbol/wen
CBRL,"Cracker Barrel Old Country Store, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/cbrl
GO,Grocery Outlet Holding Corp.,Low,Consumer Services,https://www.nasdaq.com/symbol/go
HPT,Hospitality Properties Trust,Low,Consumer Services,https://www.nasdaq.com/symbol/hpt
TXRH,"Texas Roadhouse, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/txrh
STRA,"Strategic Education, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/stra
SBRA,"Sabra Health Care REIT, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/sbra
LAUR,"Laureate Education, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/laur
EXPO,"Exponent, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/expo
ERI,"Eldorado Resorts, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/eri
STAY,"Extended Stay America, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/stay
AMCX,AMC Networks Inc.,Low,Consumer Services,https://www.nasdaq.com/symbol/amcx
BZUN,Baozun Inc.,Low,Consumer Services,https://www.nasdaq.com/symbol/bzun
CCOI,"Cogent Communications Holdings, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/ccoi
WING,Wingstop Inc.,Low,Consumer Services,https://www.nasdaq.com/symbol/wing
MNRO,"Monro, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/mnro
CAR,"Avis Budget Group, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/car
MANT,ManTech International Corporation,Low,Consumer Services,https://www.nasdaq.com/symbol/mant
MMYT,MakeMyTrip Limited,Low,Consumer Services,https://www.nasdaq.com/symbol/mmyt
SFIX,"Stitch Fix, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/sfix
AFYA,Afya Limited,Low,Consumer Services,https://www.nasdaq.com/symbol/afya
BECN,"Beacon Roofing Supply, Inc.",Low,Consumer Services,https://www.nasdaq.com/symbol/becn
PCH,PotlatchDeltic Corporation,Low,Consumer Services,https://www.nasdaq.com/symbol/pch
